Baseline 100%T,,HCl,
Wavelength (nm),Abs,Wavelength (nm),Abs
1900,1.403115153,1900,0.035292078
1899.800049,1.411096334,1899.800049,0.035605423
1899.599976,1.416271925,1899.599976,0.037242383
1899.400024,1.423832297,1899.400024,0.034805011
1899.199951,1.428529143,1899.199951,0.037634507
1899,1.427374244,1899,0.037339862
1898.800049,1.419840813,1898.800049,0.039135873
1898.599976,1.412640929,1898.599976,0.036128409
1898.400024,1.400545597,1898.400024,0.035872262
1898.199951,1.384639859,1898.199951,0.033740629
1898,1.372944832,1898,0.03502506
1897.800049,1.358820677,1897.800049,0.038184419
1897.599976,1.35109818,1897.599976,0.03791672
1897.400024,1.340584636,1897.400024,0.035336528
1897.199951,1.33196032,1897.199951,0.037332643
1897,1.319085717,1897,0.036396585
1896.800049,1.309258103,1896.800049,0.037983559
1896.599976,1.298493385,1896.599976,0.040674455
1896.400024,1.289384961,1896.400024,0.041347288
1896.199951,1.284716845,1896.199951,0.039127432
1896,1.279998899,1896,0.03874737
1895.800049,1.275990486,1895.800049,0.0389519
1895.599976,1.27051425,1895.599976,0.037831903
1895.400024,1.267425179,1895.400024,0.040700324
1895.199951,1.266344905,1895.199951,0.038673934
1895,1.269206762,1895,0.039587356
1894.800049,1.273763895,1894.800049,0.038905777
1894.599976,1.275444031,1894.599976,0.039120659
1894.400024,1.279619217,1894.400024,0.039844994
1894.199951,1.283239841,1894.199951,0.039371785
1894,1.288064241,1894,0.039548621
1893.800049,1.291351914,1893.800049,0.039434001
1893.599976,1.298334479,1893.599976,0.038949009
1893.400024,1.308596969,1893.400024,0.037775394
1893.199951,1.31402564,1893.199951,0.035961706
1893,1.316305637,1893,0.036594346
1892.800049,1.318894506,1892.800049,0.034416553
1892.599976,1.317465663,1892.599976,0.039491974
1892.400024,1.320178628,1892.400024,0.039353874
1892.199951,1.320447803,1892.199951,0.036891274
1892,1.321074486,1892,0.038570549
1891.800049,1.321136594,1891.800049,0.038436927
1891.599976,1.323126197,1891.599976,0.03667073
1891.400024,1.320398927,1891.400024,0.03915675
1891.199951,1.322647929,1891.199951,0.035578448
1891,1.325873971,1891,0.034356482
1890.800049,1.325438976,1890.800049,0.036839619
1890.599976,1.326798081,1890.599976,0.038494766
1890.400024,1.331994414,1890.400024,0.03728212
1890.199951,1.333668709,1890.199951,0.036529977
1890,1.335594296,1890,0.037401367
1889.800049,1.336523771,1889.800049,0.037628718
1889.599976,1.330637336,1889.599976,0.035743769
1889.400024,1.325867772,1889.400024,0.036701713
1889.199951,1.314850926,1889.199951,0.039247949
1889,1.309610844,1889,0.037187897
1888.800049,1.296060801,1888.800049,0.040616155
1888.599976,1.288501143,1888.599976,0.040038601
1888.400024,1.280394316,1888.400024,0.03887305
1888.199951,1.275560737,1888.199951,0.038189452
1888,1.269445658,1888,0.038180154
1887.800049,1.265921593,1887.800049,0.036785074
1887.599976,1.264028072,1887.599976,0.038323253
1887.400024,1.265664935,1887.400024,0.037418406
1887.199951,1.266846061,1887.199951,0.039563026
1887,1.272331715,1887,0.040467948
1886.800049,1.274874449,1886.800049,0.039589085
1886.599976,1.282064199,1886.599976,0.038806695
1886.400024,1.284920454,1886.400024,0.038117126
1886.199951,1.285417557,1886.199951,0.039430205
1886,1.283674836,1886,0.039294589
1885.800049,1.282240868,1885.800049,0.03897192
1885.599976,1.28384614,1885.599976,0.03910562
1885.400024,1.287617087,1885.400024,0.040180948
1885.199951,1.293344378,1885.199951,0.038870048
1885,1.295434356,1885,0.039341915
1884.800049,1.299270153,1884.800049,0.039300796
1884.599976,1.301977277,1884.599976,0.039099075
1884.400024,1.305115938,1884.400024,0.038096186
1884.199951,1.308650374,1884.199951,0.037453141
1884,1.314712167,1884,0.038110852
1883.800049,1.318531752,1883.800049,0.039272569
1883.599976,1.320945621,1883.599976,0.03704593
1883.400024,1.318601608,1883.400024,0.037411917
1883.199951,1.308826804,1883.199951,0.036960632
1883,1.299710751,1883,0.039651785
1882.800049,1.292449951,1882.800049,0.037560552
1882.599976,1.284725904,1882.599976,0.040030822
1882.400024,1.280133009,1882.400024,0.039947916
1882.199951,1.275087476,1882.199951,0.039672207
1882,1.272174239,1882,0.04013288
1881.800049,1.269595385,1881.800049,0.040133391
1881.599976,1.267871976,1881.599976,0.039167713
1881.400024,1.268764853,1881.400024,0.039655332
1881.199951,1.272077322,1881.199951,0.039227124
1881,1.274792075,1881,0.041548941
1880.800049,1.277925014,1880.800049,0.039697137
1880.599976,1.279545069,1880.599976,0.040737484
1880.400024,1.279770136,1880.400024,0.03911021
1880.199951,1.278623581,1880.199951,0.038696319
1880,1.273535967,1880,0.040431298
1879.800049,1.271795988,1879.800049,0.039303884
1879.599976,1.26812017,1879.599976,0.038763955
1879.400024,1.266733885,1879.400024,0.037089232
1879.199951,1.262992144,1879.199951,0.0379637
1879,1.259619594,1879,0.038412098
1878.800049,1.259709954,1878.800049,0.038034979
1878.599976,1.259196401,1878.599976,0.037765197
1878.400024,1.264001131,1878.400024,0.039476041
1878.199951,1.269911408,1878.199951,0.04165053
1878,1.28073597,1878,0.040704075
1877.800049,1.29055047,1877.800049,0.040393513
1877.599976,1.303514361,1877.599976,0.038300462
1877.400024,1.312864184,1877.400024,0.039044783
1877.199951,1.322787762,1877.199951,0.039502889
1877,1.33398056,1877,0.038275868
1876.800049,1.344013691,1876.800049,0.03877208
1876.599976,1.357778192,1876.599976,0.038355514
1876.400024,1.361989498,1876.400024,0.037818287
1876.199951,1.358457446,1876.199951,0.036903702
1876,1.353753805,1876,0.037675157
1875.800049,1.348566532,1875.800049,0.038945388
1875.599976,1.345193863,1875.599976,0.040725656
1875.400024,1.341427684,1875.400024,0.037805833
1875.199951,1.341394305,1875.199951,0.039425015
1875,1.341948748,1875,0.038996495
1874.800049,1.340612531,1874.800049,0.040291876
1874.599976,1.341343522,1874.599976,0.037848961
1874.400024,1.349077463,1874.400024,0.03583521
1874.199951,1.360072732,1874.199951,0.039157089
1874,1.376476765,1874,0.038439728
1873.800049,1.390267849,1873.800049,0.035807069
1873.599976,1.408892035,1873.599976,0.036035277
1873.400024,1.417183518,1873.400024,0.039816394
1873.199951,1.431021333,1873.199951,0.036872532
1873,1.436746478,1873,0.035194688
1872.800049,1.442541242,1872.800049,0.036420483
1872.599976,1.448187351,1872.599976,0.037826564
1872.400024,1.446210146,1872.400024,0.034868907
1872.199951,1.440469742,1872.199951,0.039606012
1872,1.437134624,1872,0.038402088
1871.800049,1.435583234,1871.800049,0.033774428
1871.599976,1.430882215,1871.599976,0.03849078
1871.400024,1.434986472,1871.400024,0.03393548
1871.199951,1.437054634,1871.199951,0.037650313
1871,1.440103292,1871,0.036467668
1870.800049,1.442988634,1870.800049,0.033811081
1870.599976,1.44741261,1870.599976,0.03746872
1870.400024,1.447024584,1870.400024,0.036765661
1870.199951,1.441638947,1870.199951,0.036010049
1870,1.431218266,1870,0.036686081
1869.800049,1.416072845,1869.800049,0.037802503
1869.599976,1.406298399,1869.599976,0.039153066
1869.400024,1.401703715,1869.400024,0.035215266
1869.199951,1.395143151,1869.199951,0.036971539
1869,1.391239762,1869,0.036318563
1868.800049,1.385201097,1868.800049,0.036819898
1868.599976,1.383298635,1868.599976,0.037037641
1868.400024,1.383575201,1868.400024,0.038410909
1868.199951,1.388319731,1868.199951,0.038438994
1868,1.400845885,1868,0.038119275
1867.800049,1.406058788,1867.800049,0.039178222
1867.599976,1.4136765,1867.599976,0.037587479
1867.400024,1.409944057,1867.400024,0.037434462
1867.199951,1.396333337,1867.199951,0.040237743
1867,1.382252693,1867,0.03649129
1866.800049,1.364053249,1866.800049,0.039256364
1866.599976,1.341651797,1866.599976,0.039160602
1866.400024,1.322997689,1866.400024,0.038769901
1866.199951,1.305367351,1866.199951,0.036208197
1866,1.28869772,1866,0.040140007
1865.800049,1.274409652,1865.800049,0.040045839
1865.599976,1.266671538,1865.599976,0.038388938
1865.400024,1.260659456,1865.400024,0.038421147
1865.199951,1.259343147,1865.199951,0.03985101
1865,1.262089968,1865,0.040063296
1864.800049,1.264300346,1864.800049,0.038408253
1864.599976,1.271631002,1864.599976,0.03761195
1864.400024,1.276572466,1864.400024,0.038131058
1864.199951,1.28146553,1864.199951,0.041371886
1864,1.285690427,1864,0.039531581
1863.800049,1.287920952,1863.800049,0.040225644
1863.599976,1.286733627,1863.599976,0.038677216
1863.400024,1.281000376,1863.400024,0.038575672
1863.199951,1.274820209,1863.199951,0.039632559
1863,1.269570589,1863,0.037348244
1862.800049,1.261945605,1862.800049,0.037698731
1862.599976,1.25572598,1862.599976,0.038432628
1862.400024,1.250331998,1862.400024,0.038163166
1862.199951,1.24589467,1862.199951,0.037032228
1862,1.243973017,1862,0.038510524
1861.800049,1.244706511,1861.800049,0.038456697
1861.599976,1.248073936,1861.599976,0.039289318
1861.400024,1.253446341,1861.400024,0.038471602
1861.199951,1.263429761,1861.199951,0.03977038
1861,1.279478669,1861,0.039249986
1860.800049,1.292671919,1860.800049,0.040207982
1860.599976,1.311708093,1860.599976,0.035531785
1860.400024,1.32651782,1860.400024,0.03638434
1860.199951,1.345490575,1860.199951,0.039244633
1860,1.351472497,1860,0.037882656
1859.800049,1.360108018,1859.800049,0.036738671
1859.599976,1.361191392,1859.599976,0.037003223
1859.400024,1.36010921,1859.400024,0.039038382
1859.199951,1.357612371,1859.199951,0.035745934
1859,1.342954993,1859,0.036652394
1858.800049,1.327870131,1858.800049,0.035790484
1858.599976,1.310588956,1858.599976,0.039477289
1858.400024,1.293931723,1858.400024,0.038644139
1858.199951,1.282108307,1858.199951,0.041044369
1858,1.278613448,1858,0.041272983
1857.800049,1.278525949,1857.800049,0.04092557
1857.599976,1.281582117,1857.599976,0.039339475
1857.400024,1.282637835,1857.400024,0.039051127
1857.199951,1.287905455,1857.199951,0.039406594
1857,1.294534445,1857,0.041492715
1856.800049,1.304123163,1856.800049,0.038792402
1856.599976,1.312284708,1856.599976,0.035257347
1856.400024,1.316194654,1856.400024,0.039658733
1856.199951,1.318591475,1856.199951,0.036289997
1856,1.31246686,1856,0.039920785
1855.800049,1.301313996,1855.800049,0.039949704
1855.599976,1.292407036,1855.599976,0.039658565
1855.400024,1.285130024,1855.400024,0.038704269
1855.199951,1.281634212,1855.199951,0.038260967
1855,1.280298233,1855,0.038620569
1854.800049,1.278332949,1854.800049,0.041845139
1854.599976,1.280239463,1854.599976,0.04102397
1854.400024,1.283683896,1854.400024,0.041568596
1854.199951,1.293792486,1854.199951,0.037773218
1854,1.304225326,1854,0.03765291
1853.800049,1.319417953,1853.800049,0.036179613
1853.599976,1.329673648,1853.599976,0.039744366
1853.400024,1.33938849,1853.400024,0.037249405
1853.199951,1.337892652,1853.199951,0.036003523
1853,1.334097028,1853,0.035265181
1852.800049,1.327950597,1852.800049,0.03641038
1852.599976,1.322327971,1852.599976,0.037854042
1852.400024,1.309325457,1852.400024,0.037458561
1852.199951,1.296713948,1852.199951,0.038028341
1852,1.279544592,1852,0.041213375
1851.800049,1.271422625,1851.800049,0.036042925
1851.599976,1.256338477,1851.599976,0.037424784
1851.400024,1.250922799,1851.400024,0.037111141
1851.199951,1.246096015,1851.199951,0.037611894
1851,1.245998383,1851,0.036816742
1850.800049,1.244209766,1850.800049,0.037703615
1850.599976,1.243917108,1850.599976,0.038554169
1850.400024,1.2464782,1850.400024,0.036147483
1850.199951,1.248738527,1850.199951,0.037985649
1850,1.255605698,1850,0.038165934
1849.800049,1.260597706,1849.800049,0.040172659
1849.599976,1.26602149,1849.599976,0.040739276
1849.400024,1.276207566,1849.400024,0.039493959
1849.199951,1.285037875,1849.199951,0.039838381
1849,1.298354149,1849,0.040991649
1848.800049,1.311742067,1848.800049,0.037927199
1848.599976,1.327486634,1848.599976,0.037378907
1848.400024,1.34337008,1848.400024,0.038459837
1848.199951,1.368304133,1848.199951,0.035622198
1848,1.387827754,1848,0.036058284
1847.800049,1.406062007,1847.800049,0.03479702
1847.599976,1.420568824,1847.599976,0.035100885
1847.400024,1.424839854,1847.400024,0.034948181
1847.199951,1.421970367,1847.199951,0.03758635
1847,1.418402791,1847,0.036321659
1846.800049,1.413261056,1846.800049,0.03297177
1846.599976,1.404626608,1846.599976,0.034513518
1846.400024,1.376942039,1846.400024,0.03666028
1846.199951,1.356565714,1846.199951,0.034884278
1846,1.33043015,1846,0.033869568
1845.800049,1.305021524,1845.800049,0.036543492
1845.599976,1.281022906,1845.599976,0.038431302
1845.400024,1.264188051,1845.400024,0.034960639
1845.199951,1.251458764,1845.199951,0.037590131
1845,1.236777067,1845,0.037621465
1844.800049,1.228805065,1844.800049,0.038852099
1844.599976,1.218419313,1844.599976,0.036530424
1844.400024,1.215872407,1844.400024,0.037448965
1844.199951,1.213134408,1844.199951,0.037054867
1844,1.214008451,1844,0.038742587
1843.800049,1.219188809,1843.800049,0.036760308
1843.599976,1.223311186,1843.599976,0.038425051
1843.400024,1.23273468,1843.400024,0.037440106
1843.199951,1.243962407,1843.199951,0.037647549
1843,1.256652236,1843,0.03919284
1842.800049,1.273375988,1842.800049,0.038694084
1842.599976,1.284547806,1842.599976,0.039547969
1842.400024,1.303392172,1842.400024,0.03763843
1842.199951,1.318642497,1842.199951,0.03542982
1842,1.333639622,1842,0.035442151
1841.800049,1.344433069,1841.800049,0.037590019
1841.599976,1.355183005,1841.599976,0.03477234
1841.400024,1.359176993,1841.400024,0.040059831
1841.199951,1.364060521,1841.199951,0.036631186
1841,1.363188863,1841,0.038712136
1840.800049,1.358074307,1840.800049,0.035715327
1840.599976,1.352802873,1840.599976,0.036670111
1840.400024,1.344955921,1840.400024,0.038519461
1840.199951,1.338962913,1840.199951,0.036731347
1840,1.333886504,1840,0.035986256
1839.800049,1.327735424,1839.800049,0.038286638
1839.599976,1.322129726,1839.599976,0.037487201
1839.400024,1.312261939,1839.400024,0.041402239
1839.199951,1.308009148,1839.199951,0.038682763
1839,1.30199635,1839,0.039256845
1838.800049,1.301660061,1838.800049,0.037460733
1838.599976,1.300221443,1838.599976,0.040801771
1838.400024,1.303780079,1838.400024,0.03624551
1838.199951,1.304586411,1838.199951,0.038364477
1838,1.306461573,1838,0.038044222
1837.800049,1.310160518,1837.800049,0.040646028
1837.599976,1.323343635,1837.599976,0.037176106
1837.400024,1.331983328,1837.400024,0.037079424
1837.199951,1.340931296,1837.199951,0.037435874
1837,1.345053673,1837,0.039924104
1836.800049,1.348862052,1836.800049,0.035126004
1836.599976,1.346789718,1836.599976,0.039125364
1836.400024,1.351492643,1836.400024,0.035213526
1836.199951,1.356405497,1836.199951,0.035441644
1836,1.362768888,1836,0.035740621
1835.800049,1.359691739,1835.800049,0.036218327
1835.599976,1.347570777,1835.599976,0.036777467
1835.400024,1.33727181,1835.400024,0.033585634
1835.199951,1.322947741,1835.199951,0.036682419
1835,1.314017892,1835,0.035969581
1834.800049,1.309345722,1834.800049,0.035297159
1834.599976,1.299154282,1834.599976,0.037564334
1834.400024,1.287576079,1834.400024,0.038822293
1834.199951,1.268787384,1834.199951,0.035670191
1834,1.258821011,1834,0.034811184
1833.800049,1.247378469,1833.800049,0.035123955
1833.599976,1.241527796,1833.599976,0.03674997
1833.400024,1.237225652,1833.400024,0.036301874
1833.199951,1.234337091,1833.199951,0.036502693
1833,1.231807709,1833,0.034029312
1832.800049,1.229537249,1832.800049,0.035772748
1832.599976,1.230278969,1832.599976,0.035381962
1832.400024,1.236480832,1832.400024,0.03649202
1832.199951,1.245051026,1832.199951,0.03671822
1832,1.249474049,1832,0.034764908
1831.800049,1.252273917,1831.800049,0.036136791
1831.599976,1.254469872,1831.599976,0.037646022
1831.400024,1.259305716,1831.400024,0.037332982
1831.199951,1.267490268,1831.199951,0.037627928
1831,1.272313356,1831,0.040747605
1830.800049,1.279607177,1830.800049,0.039050758
1830.599976,1.278583407,1830.599976,0.037968077
1830.400024,1.274485946,1830.400024,0.03774577
1830.199951,1.273415327,1830.199951,0.036416404
1830,1.272081614,1830,0.038355004
1829.800049,1.273709416,1829.800049,0.040193584
1829.599976,1.27506125,1829.599976,0.040433057
1829.400024,1.272705674,1829.400024,0.039666478
1829.199951,1.267617941,1829.199951,0.041114535
1829,1.263397694,1829,0.040224366
1828.800049,1.260271072,1828.800049,0.041432567
1828.599976,1.25880146,1828.599976,0.043129157
1828.400024,1.258224368,1828.400024,0.040734753
1828.199951,1.251499176,1828.199951,0.043009274
1828,1.247556567,1828,0.039469153
1827.800049,1.243119717,1827.800049,0.041085456
1827.599976,1.242742419,1827.599976,0.038365439
1827.400024,1.244491577,1827.400024,0.037875846
1827.199951,1.246342897,1827.199951,0.037403625
1827,1.248211384,1827,0.037741255
1826.800049,1.250914693,1826.800049,0.03787116
1826.599976,1.252805114,1826.599976,0.038246382
1826.400024,1.259563327,1826.400024,0.034867447
1826.199951,1.262904167,1826.199951,0.037724905
1826,1.268736959,1826,0.03818408
1825.800049,1.26973033,1825.800049,0.036297683
1825.599976,1.258721471,1825.599976,0.036497202
1825.400024,1.252060413,1825.400024,0.034826662
1825.199951,1.240533352,1825.199951,0.035654314
1825,1.230949163,1825,0.035437148
1824.800049,1.217999578,1824.800049,0.037129551
1824.599976,1.210435987,1824.599976,0.03520513
1824.400024,1.200408697,1824.400024,0.037426505
1824.199951,1.191254735,1824.199951,0.03535784
1824,1.182618618,1824,0.036060419
1823.800049,1.176959753,1823.800049,0.036949076
1823.599976,1.176486015,1823.599976,0.037019432
1823.400024,1.181664109,1823.400024,0.036063798
1823.199951,1.184646606,1823.199951,0.037338257
1823,1.190717459,1823,0.037815265
1822.800049,1.197369695,1822.800049,0.036752366
1822.599976,1.205212235,1822.599976,0.037179634
1822.400024,1.212830186,1822.400024,0.035373986
1822.199951,1.222296238,1822.199951,0.036651209
1822,1.231743813,1822,0.035484761
1821.800049,1.243173361,1821.800049,0.035537854
1821.599976,1.256734133,1821.599976,0.033685014
1821.400024,1.265946865,1821.400024,0.036463022
1821.199951,1.273604512,1821.199951,0.038348418
1821,1.280510187,1821,0.037849665
1820.800049,1.28389883,1820.800049,0.036375307
1820.599976,1.284626842,1820.599976,0.037753481
1820.400024,1.287507534,1820.400024,0.039966818
1820.199951,1.286623001,1820.199951,0.041493997
1820,1.282864213,1820,0.04295126
1819.800049,1.276816487,1819.800049,0.041085627
1819.599976,1.259786844,1819.599976,0.043976206
1819.400024,1.250295401,1819.400024,0.042511683
1819.199951,1.239492655,1819.199951,0.042855907
1819,1.229414463,1819,0.044751301
1818.800049,1.220322371,1818.800049,0.044970565
1818.599976,1.212136865,1818.599976,0.044006258
1818.400024,1.207014322,1818.400024,0.044659227
1818.199951,1.200447321,1818.199951,0.042511854
1818,1.194707513,1818,0.043679379
1817.800049,1.190715194,1817.800049,0.040975608
1817.599976,1.188322663,1817.599976,0.04319752
1817.400024,1.188439131,1817.400024,0.041210674
1817.199951,1.189618111,1817.199951,0.038424429
1817,1.191509724,1817,0.038691394
1816.800049,1.194670677,1816.800049,0.038887091
1816.599976,1.200120091,1816.599976,0.037387513
1816.400024,1.201574802,1816.400024,0.037610736
1816.199951,1.204562426,1816.199951,0.036039297
1816,1.207904935,1816,0.036245819
1815.800049,1.211781383,1815.800049,0.036319353
1815.599976,1.214403391,1815.599976,0.035634786
1815.400024,1.215691447,1815.400024,0.037446737
1815.199951,1.220058203,1815.199951,0.037383817
1815,1.214908719,1815,0.038276009
1814.800049,1.208573222,1814.800049,0.037880197
1814.599976,1.203220129,1814.599976,0.037113592
1814.400024,1.197012663,1814.400024,0.035955183
1814.199951,1.193543673,1814.199951,0.036467329
1814,1.188605785,1814,0.037503541
1813.800049,1.18592453,1813.800049,0.037930533
1813.599976,1.18312645,1813.599976,0.037707005
1813.400024,1.182552338,1813.400024,0.036159411
1813.199951,1.180922389,1813.199951,0.0369008
1813,1.182416558,1813,0.036474846
1812.800049,1.185370803,1812.800049,0.035852641
1812.599976,1.188185692,1812.599976,0.036339559
1812.400024,1.191617727,1812.400024,0.038334787
1812.199951,1.194200516,1812.199951,0.037053064
1812,1.194545627,1812,0.037594762
1811.800049,1.194916248,1811.800049,0.04058199
1811.599976,1.196292281,1811.599976,0.038717937
1811.400024,1.195552707,1811.400024,0.03890875
1811.199951,1.193980336,1811.199951,0.040244617
1811,1.196261883,1811,0.041213263
1810.800049,1.194982767,1810.800049,0.043445863
1810.599976,1.192332745,1810.599976,0.045126859
1810.400024,1.18937254,1810.400024,0.044934217
1810.199951,1.185643554,1810.199951,0.0475109
1810,1.182852387,1810,0.046637479
1809.800049,1.178897023,1809.800049,0.049157407
1809.599976,1.174000502,1809.599976,0.050175916
1809.400024,1.171206117,1809.400024,0.051004607
1809.199951,1.167235136,1809.199951,0.049370348
1809,1.164631248,1809,0.048320599
1808.800049,1.162098765,1808.800049,0.04762562
1808.599976,1.161057115,1808.599976,0.044365603
1808.400024,1.15948534,1808.400024,0.044089653
1808.199951,1.160237193,1808.199951,0.041885361
1808,1.158793092,1808,0.041515559
1807.800049,1.159764767,1807.800049,0.039978709
1807.599976,1.159734726,1807.599976,0.039409909
1807.400024,1.164250016,1807.400024,0.035971127
1807.199951,1.165742517,1807.199951,0.038010541
1807,1.168436527,1807,0.03800701
1806.800049,1.171207786,1806.800049,0.03644596
1806.599976,1.172300935,1806.599976,0.03706352
1806.400024,1.173200607,1806.400024,0.036650252
1806.199951,1.174898267,1806.199951,0.036439177
1806,1.177169085,1806,0.036670335
1805.800049,1.177370429,1805.800049,0.037710451
1805.599976,1.176684976,1805.599976,0.036261182
1805.400024,1.173529863,1805.400024,0.03768995
1805.199951,1.170220256,1805.199951,0.037086416
1805,1.167542934,1805,0.036239263
1804.800049,1.163021445,1804.800049,0.037343137
1804.599976,1.160760641,1804.599976,0.036514122
1804.400024,1.157957673,1804.400024,0.03572657
1804.199951,1.155221462,1804.199951,0.037208509
1804,1.153765202,1804,0.03565985
1803.800049,1.151385784,1803.800049,0.037131161
1803.599976,1.150258303,1803.599976,0.038962007
1803.400024,1.150977373,1803.400024,0.038838994
1803.199951,1.152130842,1803.199951,0.039628331
1803,1.153213382,1803,0.039644782
1802.800049,1.152830005,1802.800049,0.042958234
1802.599976,1.156112194,1802.599976,0.041527007
1802.400024,1.158993244,1802.400024,0.044061519
1802.199951,1.15927887,1802.199951,0.04851342
1802,1.161263943,1802,0.048307087
1801.800049,1.161756754,1801.800049,0.051217292
1801.599976,1.162153363,1801.599976,0.053292435
1801.400024,1.163377047,1801.400024,0.051969159
1801.199951,1.163545609,1801.199951,0.053183053
1801,1.16545856,1801,0.0526659
1800.800049,1.164504886,1800.800049,0.054561365
1800.599976,1.164149761,1800.599976,0.053035442
1800.400024,1.163980603,1800.400024,0.05170152
1800.199951,1.160630703,1800.199951,0.048198957
1800,1.159434915,1800,0.045372978
1799.800049,1.15709281,1799.800049,0.042355184
1799.599976,1.153158307,1799.599976,0.044583093
1799.400024,1.151199937,1799.400024,0.043414738
1799.199951,1.148540974,1799.199951,0.040229052
1799,1.146991014,1799,0.039202191
1798.800049,1.142443299,1798.800049,0.038174469
1798.599976,1.139705181,1798.599976,0.036838464
1798.400024,1.139140844,1798.400024,0.035978746
1798.199951,1.136683822,1798.199951,0.038138859
1798,1.136884928,1798,0.036722474
1797.800049,1.13619101,1797.800049,0.038422562
1797.599976,1.135567069,1797.599976,0.037303276
1797.400024,1.135730028,1797.400024,0.036379021
1797.199951,1.135883689,1797.199951,0.037121829
1797,1.136558771,1797,0.036771491
1796.800049,1.137257338,1796.800049,0.036677293
1796.599976,1.137101889,1796.599976,0.037678801
1796.400024,1.138891697,1796.400024,0.036161635
1796.199951,1.138201714,1796.199951,0.03748709
1796,1.137302876,1796,0.036394529
1795.800049,1.137538314,1795.800049,0.037312277
1795.599976,1.136644959,1795.599976,0.038442303
1795.400024,1.136804342,1795.400024,0.038568091
1795.199951,1.135781646,1795.199951,0.038150474
1795,1.135473967,1795,0.040209517
1794.800049,1.135232568,1794.800049,0.041453812
1794.599976,1.133970141,1794.599976,0.042920541
1794.400024,1.133322001,1794.400024,0.043953236
1794.199951,1.131902575,1794.199951,0.0475416
1794,1.134470701,1794,0.04848022
1793.800049,1.133165002,1793.800049,0.050888147
1793.599976,1.132839918,1793.599976,0.05448151
1793.400024,1.132505655,1793.400024,0.055562045
1793.199951,1.131699443,1793.199951,0.059237678
1793,1.131958485,1793,0.059367679
1792.800049,1.131220102,1792.800049,0.059280343
1792.599976,1.130211473,1792.599976,0.061453331
1792.400024,1.13094604,1792.400024,0.059967376
1792.199951,1.130093217,1792.199951,0.059155207
1792,1.129836559,1792,0.054980233
1791.800049,1.129593968,1791.800049,0.051629972
1791.599976,1.127608776,1791.599976,0.050324883
1791.400024,1.127836347,1791.400024,0.047108434
1791.199951,1.127446771,1791.199951,0.046274927
1791,1.126405001,1791,0.04271619
1790.800049,1.126288414,1790.800049,0.041154575
1790.599976,1.126400709,1790.599976,0.036681123
1790.400024,1.125385046,1790.400024,0.037870821
1790.199951,1.123151779,1790.199951,0.03720177
1790,1.123347759,1790,0.037576359
1789.800049,1.122986794,1789.800049,0.037407685
1789.599976,1.122010708,1789.599976,0.037141874
1789.400024,1.121296167,1789.400024,0.038253479
1789.199951,1.121598601,1789.199951,0.037654322
1789,1.120760918,1789,0.038617544
1788.800049,1.11981976,1788.800049,0.037013315
1788.599976,1.120085955,1788.599976,0.03793703
1788.400024,1.119485378,1788.400024,0.038400985
1788.199951,1.12026906,1788.199951,0.03719864
1788,1.118213415,1788,0.038955778
1787.800049,1.119283676,1787.800049,0.038640037
1787.599976,1.119166136,1787.599976,0.039815683
1787.400024,1.119049788,1787.400024,0.040905718
1787.199951,1.119418979,1787.199951,0.041650444
1787,1.120285749,1787,0.041276626
